      805	2021-06-01 06:14:50	1	0	1	0
      806	2021-06-01 06:14:57	1	0	1	0
      807	2021-06-01 06:15:04	1	0	1	0
     1201	2021-06-01 08:39:24	1	0	1	0
     1203	2021-06-01 08:39:28	1	0	1	0
     1013	2021-06-01 08:43:40	1	0	1	0
     1013	2021-06-01 08:43:42	1	0	1	0
      900	2021-06-01 12:38:38	1	0	1	0
      806	2021-06-01 14:13:22	1	1	1	0
      805	2021-06-01 14:13:28	1	1	1	0
      807	2021-06-01 14:13:34	1	1	1	0
     1013	2021-06-01 17:36:11	1	1	1	0
     1013	2021-06-01 17:36:13	1	1	1	0
      805	2021-06-02 06:07:03	1	0	1	0
      807	2021-06-02 06:07:19	1	0	1	0
      806	2021-06-02 06:07:26	1	0	1	0
     1013	2021-06-02 10:08:30	1	0	1	0
      900	2021-06-02 10:18:09	1	0	1	0
      805	2021-06-02 14:04:16	1	1	1	0
      807	2021-06-02 14:04:23	1	1	1	0
      806	2021-06-02 14:05:39	1	1	1	0
      106	2021-06-03 05:23:48	1	0	1	0
      120	2021-06-03 05:23:55	1	0	1	0
      112	2021-06-03 05:24:02	1	0	1	0
      103	2021-06-03 05:24:07	1	0	1	0
      100	2021-06-03 05:24:14	1	0	1	0
      900	2021-06-03 05:24:23	1	0	1	0
      121	2021-06-03 05:52:46	1	0	1	0
     1104	2021-06-03 06:03:49	1	0	1	0
     1103	2021-06-03 06:06:28	1	0	1	0
     1105	2021-06-03 06:06:34	1	0	1	0
     1100	2021-06-03 06:07:18	1	0	1	0
      701	2021-06-03 06:20:10	1	0	1	0
      805	2021-06-03 06:23:53	1	0	1	0
      807	2021-06-03 06:23:59	1	0	1	0
      806	2021-06-03 06:24:20	1	0	1	0
      123	2021-06-03 06:44:05	1	0	1	0
     1013	2021-06-03 09:26:53	1	0	1	0
      100	2021-06-03 11:13:39	1	1	1	0
      120	2021-06-03 11:13:47	1	1	1	0
      103	2021-06-03 11:14:05	1	1	1	0
      106	2021-06-03 11:14:20	1	1	1	0
      121	2021-06-03 11:14:25	1	1	1	0
      112	2021-06-03 11:14:35	1	1	1	0
      123	2021-06-03 11:14:39	1	1	1	0
      900	2021-06-03 12:34:15	1	0	1	0
      805	2021-06-03 13:58:17	1	1	1	0
      807	2021-06-03 14:00:07	1	1	1	0
      806	2021-06-03 14:00:17	1	1	1	0
     1104	2021-06-03 14:23:26	1	1	1	0
     1105	2021-06-03 14:27:07	1	1	1	0
     1103	2021-06-03 14:29:27	1	1	1	0
     1100	2021-06-03 14:29:33	1	1	1	0
      121	2021-06-04 05:04:54	1	1	1	0
      121	2021-06-04 05:05:14	1	0	1	0
      112	2021-06-04 05:13:05	1	0	1	0
      106	2021-06-04 05:13:13	1	0	1	0
      100	2021-06-04 05:13:25	1	0	1	0
      103	2021-06-04 05:13:32	1	0	1	0
      120	2021-06-04 05:13:41	1	0	1	0
      123	2021-06-04 05:31:40	1	0	1	0
      701	2021-06-04 06:04:11	1	0	1	0
     1104	2021-06-04 06:14:16	1	0	1	0
      805	2021-06-04 06:16:14	1	0	1	0
      807	2021-06-04 06:16:20	1	0	1	0
      806	2021-06-04 06:16:26	1	0	1	0
      310	2021-06-04 06:18:57	1	0	1	0
      707	2021-06-04 06:19:08	1	0	1	0
      705	2021-06-04 06:19:15	1	0	1	0
     1103	2021-06-04 06:19:32	1	0	1	0
     1105	2021-06-04 06:19:37	1	0	1	0
      705	2021-06-04 06:20:48	1	0	1	0
      705	2021-06-04 06:20:57	1	0	1	0
      705	2021-06-04 06:21:03	1	0	1	0
      900	2021-06-04 06:24:44	1	0	1	0
     1100	2021-06-04 06:38:56	1	0	1	0
     1005	2021-06-04 07:01:04	1	0	0	0
      903	2021-06-04 07:12:24	1	0	1	0
      801	2021-06-04 08:00:18	1	0	1	0
     1100	2021-06-04 08:56:27	1	0	1	0
     1100	2021-06-04 09:14:39	1	0	1	0
      100	2021-06-04 10:14:05	1	1	1	0
      120	2021-06-04 10:14:15	1	1	1	0
      123	2021-06-04 10:15:18	1	1	1	0
      103	2021-06-04 10:15:29	1	1	1	0
      121	2021-06-04 10:15:35	1	1	1	0
      112	2021-06-04 10:15:48	1	1	1	0
      106	2021-06-04 10:15:54	1	1	1	0
      801	2021-06-04 12:02:02	1	1	1	0
      805	2021-06-04 13:08:58	1	1	1	0
      807	2021-06-04 13:10:25	1	1	1	0
      806	2021-06-04 13:11:18	1	1	1	0
     1005	2021-06-04 13:38:22	1	1	0	0
      705	2021-06-04 13:57:06	1	1	1	0
      310	2021-06-04 13:57:39	1	1	1	0
      701	2021-06-04 13:59:07	1	1	1	0
      707	2021-06-04 14:00:04	1	1	1	0
      900	2021-06-04 14:01:54	1	1	1	0
     1104	2021-06-04 14:09:19	1	1	1	0
     1105	2021-06-04 14:09:25	1	1	1	0
     1103	2021-06-04 14:25:52	1	1	1	0
     1100	2021-06-04 14:26:24	1	1	1	0
     1013	2021-06-04 18:44:14	1	1	1	0
      121	2021-06-05 05:10:04	1	0	1	0
      103	2021-06-05 05:25:54	1	0	1	0
      112	2021-06-05 05:26:00	1	0	1	0
      106	2021-06-05 05:26:07	1	0	1	0
      100	2021-06-05 05:26:14	1	0	1	0
      120	2021-06-05 05:26:26	1	0	1	0
      900	2021-06-05 05:26:56	1	0	1	0
      123	2021-06-05 05:50:09	1	0	1	0
      701	2021-06-05 06:05:46	1	0	1	0
      310	2021-06-05 06:23:54	1	0	1	0
      707	2021-06-05 06:24:00	1	0	1	0
      705	2021-06-05 06:24:07	1	0	1	0
      707	2021-06-05 06:38:02	1	0	1	0
      801	2021-06-05 07:04:10	1	0	1	0
     1013	2021-06-05 09:33:41	1	0	1	0
      804	2021-06-05 10:01:36	1	0	1	0
      802	2021-06-05 10:01:43	1	0	1	0
      100	2021-06-05 10:23:54	1	1	1	0
      120	2021-06-05 10:24:32	1	1	1	0
      121	2021-06-05 10:24:39	1	1	1	0
      112	2021-06-05 10:25:02	1	1	1	0
      106	2021-06-05 10:25:15	1	1	1	0
      123	2021-06-05 10:29:06	1	1	1	0
      103	2021-06-05 10:29:13	1	1	1	0
      705	2021-06-05 13:33:27	1	1	1	0
      900	2021-06-05 13:34:02	1	1	1	0
      310	2021-06-05 13:35:08	1	1	1	0
      707	2021-06-05 13:35:15	1	1	1	0
      701	2021-06-05 13:54:13	1	1	1	0
      802	2021-06-05 14:52:58	1	1	1	0
      804	2021-06-05 14:53:34	1	1	1	0
      801	2021-06-05 14:54:49	1	1	1	0
      900	2021-06-07 05:24:08	1	0	1	0
      516	2021-06-07 05:36:24	1	0	1	0
      301	2021-06-07 05:37:03	1	0	1	0
      207	2021-06-07 05:39:03	1	0	1	0
      441	2021-06-07 05:42:46	1	0	1	0
      302	2021-06-07 05:49:20	1	0	1	0
      433	2021-06-07 05:49:54	1	0	1	0
      133	2021-06-07 05:50:00	1	0	1	0
      405	2021-06-07 05:50:19	1	0	1	0
     1104	2021-06-07 05:52:46	1	0	1	0
      420	2021-06-07 05:52:59	1	0	1	0
     1103	2021-06-07 05:53:06	1	0	1	0
      800	2021-06-07 05:54:03	1	0	1	0
      906	2021-06-07 05:54:15	1	0	1	0
      408	2021-06-07 05:55:31	1	0	1	0
      700	2021-06-07 05:57:31	1	0	0	0
      510	2021-06-07 05:57:45	1	0	1	0
      426	2021-06-07 05:57:50	1	0	1	0
     1007	2021-06-07 05:58:03	1	0	1	0
      507	2021-06-07 05:58:16	1	0	1	0
      424	2021-06-07 05:58:46	1	0	1	0
      200	2021-06-07 05:59:01	1	0	1	0
      425	2021-06-07 05:59:37	1	0	1	0
      400	2021-06-07 05:59:57	1	0	1	0
      402	2021-06-07 06:00:04	1	0	1	0
      415	2021-06-07 06:01:15	1	0	1	0
      509	2021-06-07 06:01:42	1	0	1	0
      305	2021-06-07 06:03:21	1	0	1	0
      908	2021-06-07 06:03:29	1	0	1	0
       75	2021-06-07 06:04:01	1	0	1	0
     1005	2021-06-07 06:05:01	1	0	0	0
      907	2021-06-07 06:05:14	1	0	1	0
     1004	2021-06-07 06:07:27	1	0	1	0
      304	2021-06-07 06:07:35	1	0	1	0
      500	2021-06-07 06:07:42	1	0	1	0
      410	2021-06-07 06:07:46	1	0	1	0
      504	2021-06-07 06:07:50	1	0	1	0
      401	2021-06-07 06:08:05	1	0	1	0
      447	2021-06-07 06:08:12	1	0	1	0
     1300	2021-06-07 06:08:17	1	0	1	0
      403	2021-06-07 06:08:34	1	0	1	0
     1003	2021-06-07 06:09:16	1	0	1	0
      440	2021-06-07 06:10:31	1	0	1	0
     1201	2021-06-07 06:10:46	1	0	1	0
     1010	2021-06-07 06:11:12	1	0	1	0
      204	2021-06-07 06:11:53	1	0	1	0
      449	2021-06-07 06:13:02	1	0	1	0
      206	2021-06-07 06:13:08	1	0	1	0
      701	2021-06-07 06:14:18	1	0	1	0
     1102	2021-06-07 06:14:34	1	0	1	0
      414	2021-06-07 06:16:19	1	0	1	0
      303	2021-06-07 06:16:26	1	0	1	0
      202	2021-06-07 06:16:59	1	0	1	0
      515	2021-06-07 06:17:08	1	0	1	0
      805	2021-06-07 06:17:26	1	0	1	0
     1011	2021-06-07 06:17:37	1	0	1	0
      705	2021-06-07 06:17:53	1	0	1	0
      807	2021-06-07 06:18:15	1	0	1	0
      902	2021-06-07 06:18:36	1	0	1	0
     1015	2021-06-07 06:18:53	1	0	1	0
      903	2021-06-07 06:19:30	1	0	1	0
      903	2021-06-07 06:19:32	1	0	1	0
      905	2021-06-07 06:19:35	1	0	1	0
      406	2021-06-07 06:20:02	1	0	1	0
      209	2021-06-07 06:20:11	1	0	1	0
      205	2021-06-07 06:20:43	1	0	1	0
      806	2021-06-07 06:20:48	1	0	1	0
      501	2021-06-07 06:22:15	1	0	1	0
      505	2021-06-07 06:23:21	1	0	1	0
      502	2021-06-07 06:23:26	1	0	1	0
      203	2021-06-07 06:24:26	1	0	1	0
      300	2021-06-07 06:24:57	1	0	1	0
      801	2021-06-07 06:26:53	1	0	1	0
      310	2021-06-07 06:33:02	1	0	1	0
     1012	2021-06-07 06:33:09	1	0	1	0
     1203	2021-06-07 06:35:44	1	0	1	0
      120	2021-06-07 06:41:52	1	0	1	0
      100	2021-06-07 06:42:58	1	0	1	0
      128	2021-06-07 06:44:22	1	0	1	0
      307	2021-06-07 06:45:40	1	0	1	0
      103	2021-06-07 06:53:19	1	0	1	0
      129	2021-06-07 06:53:33	1	0	1	0
      115	2021-06-07 06:54:03	1	0	1	0
      114	2021-06-07 06:56:00	1	0	1	0
      506	2021-06-07 06:56:07	1	0	1	0
      104	2021-06-07 06:56:44	1	0	1	0
      407	2021-06-07 06:58:02	1	0	1	0
      107	2021-06-07 06:58:22	1	0	1	0
      804	2021-06-07 06:58:52	1	0	1	0
      123	2021-06-07 07:05:29	1	0	1	0
      111	2021-06-07 07:06:38	1	0	1	0
      105	2021-06-07 07:15:52	1	0	1	0
      702	2021-06-07 07:39:00	1	0	1	0
      455	2021-06-07 08:03:49	1	0	1	0
     1109	2021-06-07 08:17:20	1	0	1	0
      456	2021-06-07 08:19:58	1	0	1	0
      430	2021-06-07 09:08:37	1	0	1	0
     1110	2021-06-07 09:11:18	1	0	1	0
     1111	2021-06-07 09:14:31	1	0	1	0
      711	2021-06-07 09:22:28	1	0	1	0
      805	2021-06-07 12:04:16	1	1	1	0
      433	2021-06-07 13:34:31	1	1	1	0
      307	2021-06-07 13:40:49	1	1	1	0
      425	2021-06-07 13:40:54	1	1	1	0
      305	2021-06-07 13:43:54	1	1	1	0
      426	2021-06-07 13:44:09	1	1	1	0
      429	2021-06-07 13:48:00	1	1	1	0
      501	2021-06-07 13:50:04	1	1	1	0
      304	2021-06-07 13:51:21	1	1	1	0
      413	2021-06-07 13:52:43	1	0	1	0
      424	2021-06-07 13:53:21	1	1	1	0
      133	2021-06-07 13:54:30	1	1	1	0
     1110	2021-06-07 13:54:36	1	1	1	0
      504	2021-06-07 13:55:03	1	1	1	0
      505	2021-06-07 13:55:31	1	1	1	0
      301	2021-06-07 13:55:49	1	1	1	0
      510	2021-06-07 13:56:50	1	1	1	0
     1011	2021-06-07 13:57:07	1	1	1	0
      455	2021-06-07 13:57:15	1	1	1	0
      456	2021-06-07 13:57:24	1	1	1	0
     1300	2021-06-07 13:57:29	1	1	1	0
     1005	2021-06-07 13:57:39	1	1	0	0
      310	2021-06-07 13:57:45	1	1	1	0
      705	2021-06-07 13:57:51	1	1	1	0
      420	2021-06-07 13:57:55	1	1	1	0
      449	2021-06-07 13:58:10	1	1	1	0
      800	2021-06-07 13:58:26	1	1	1	0
     1009	2021-06-07 13:58:38	1	1	1	0
      506	2021-06-07 13:58:56	1	1	1	0
      401	2021-06-07 13:59:03	1	1	1	0
      415	2021-06-07 13:59:09	1	1	1	0
      711	2021-06-07 13:59:19	1	1	1	0
     1004	2021-06-07 13:59:28	1	1	1	0
      502	2021-06-07 13:59:34	1	1	1	0
      906	2021-06-07 13:59:53	1	1	1	0
      507	2021-06-07 14:00:00	1	1	1	0
     1007	2021-06-07 14:00:06	1	1	1	0
      414	2021-06-07 14:00:12	1	1	1	0
      905	2021-06-07 14:00:18	1	1	1	0
      902	2021-06-07 14:00:24	1	1	1	0
      908	2021-06-07 14:01:13	1	1	1	0
     1102	2021-06-07 14:01:38	1	1	1	0
     1004	2021-06-07 14:01:43	1	1	1	0
      410	2021-06-07 14:01:49	1	1	1	0
      400	2021-06-07 14:02:07	1	1	1	0
     1104	2021-06-07 14:02:14	1	1	1	0
      907	2021-06-07 14:02:23	1	1	1	0
      701	2021-06-07 14:03:34	1	1	1	0
      303	2021-06-07 14:04:03	1	1	1	0
      447	2021-06-07 14:04:12	1	1	1	0
       75	2021-06-07 14:04:29	1	1	1	0
     1109	2021-06-07 14:04:35	1	1	1	0
      500	2021-06-07 14:05:04	1	1	1	0
      300	2021-06-07 14:05:13	1	1	1	0
      515	2021-06-07 14:05:39	1	1	1	0
      516	2021-06-07 14:05:44	1	1	1	0
      807	2021-06-07 14:05:51	1	1	1	0
     1201	2021-06-07 14:05:59	1	1	1	0
     1203	2021-06-07 14:06:13	1	1	1	0
      806	2021-06-07 14:06:20	1	1	1	0
      703	2021-06-07 14:06:28	1	0	1	0
      405	2021-06-07 14:06:50	1	0	1	0
     1111	2021-06-07 14:07:48	1	0	1	0
      132	2021-06-07 14:09:02	1	0	1	0
     1010	2021-06-07 14:10:36	1	1	1	0
     1003	2021-06-07 14:10:43	1	1	1	0
      409	2021-06-07 14:17:21	1	1	1	0
     1015	2021-06-07 14:17:51	1	1	1	0
     1103	2021-06-07 14:17:57	1	1	1	0
      801	2021-06-07 14:18:00	1	1	1	0
      509	2021-06-07 14:22:26	1	1	1	0
      302	2021-06-07 14:25:01	1	1	1	0
      406	2021-06-07 14:28:28	1	1	1	0
      702	2021-06-07 14:29:13	1	1	1	0
      407	2021-06-07 14:33:02	1	1	1	0
      412	2021-06-07 14:38:27	1	0	1	0
      403	2021-06-07 14:40:52	1	0	0	0
     1012	2021-06-07 14:53:39	1	0	1	0
      100	2021-06-07 14:56:44	1	1	1	0
      128	2021-06-07 14:59:22	1	1	1	0
